ward	name
1 - Budugekanda	Kaluarachchige Sachith Chandimal Perera
2 - Pussellawa	Dhanusha Roshika Abeywickrama
3 - Egodawela	Kapurusigha Mudiyanselage Nilanthi
4 - Kuttiyagolla	Chandrasena Wanigasingha
5 - Rideepana	Nuwan Sameera Wanigasingha
6 - Pussellakanda	Wijesingha Mudiyanselage Shehan Shalitha Wijesingha
7 - Soranathota	Ekanayaka Mudiyanselage Wijesingha
8 - Kandegedara	Kumaravel Murugadas
8 - Kandegedara	Vannimuththu Sugumaran
9 - Kohowila	Gajanayaka Mudiyanselage Ashan Lakshitha Gajanayaka
