ward	name
1 - Karaikal	Thanabalasingam Keertheeban
2 - Kondawil North	Nagan Sivaloganathan
3 - Kondawil East	Kathiramalai Nitharsan
4 - Kokuwil West	Shivalingam Kamalakanth
5 - Keniyadi	Nagarasa Ezhilmohan
6 - Kokuwil Central	Selliah Selvarathinam
7 - Kokuwil East	Ganga Senthilnathan
8 - Thirunelweli Central	Kuganesamithiran Ganeshmithirana
9 - Thirunelweli	Ponnuthurai Aingaranesan
10 - Kalwiyankadu South	Selliah Ramanathan
11 - Ariyalai East	Kanthaiah Arumainayagam
12 - Maniyam Thoattam	Jayagowri Antonravindran
