ward	name
1 -	Manamalage Damith Nilanka Fernando
2 -	Dimingu Kankanamalage Chamith Nishantha Fernando
3 -	Kathriarachchige Don Nilan Priyanga
4 - Liyanagemulla North	Kariyawasam Pathirage Manoshana
5 -	Ponnawila Widanalage Don Piyasiri Gunasekara
6 - Liyanagemulla South	Thotabaddage Lalith Rohan Silva
7 -	Kachchakaduge Sama Hansamala Fernando
8 - Seeduwa	Weerasinghe Muhandiramge Don George Dhamsiri
9 - Mukalangamuwa East	Hettiarachchila Gamini Hettiarachchi
10 - Bandarawaththa	Randunu Pathirennehelage Ruwan Nishantha Randeni
11 - Ambalanmulla	Ruwan Chinthaka Weerasekara
