ward	name
1 -	Malmala Kankanamalage Peter Joseph Perera
2 -	Manamalage Laksiri Roshan Fernando
3 -	Galkanda Arachchige Thilak Kumudu Siriwardhana
4 - Liyanagemulla North	Subasinghe Arachchige Nayana Kamini Perera
5 -	Mallawa Thanthrige Dinnel Nesto Perera
6 - Liyanagemulla South	Manthrige Sisira Kumara
7 -	Jayakodi Arachchige Nalinda
8 - Seeduwa	Bothalage Harsha Roshan Fernando
9 - Mukalangamuwa East	Sarath Thanthiriwaththa
10 - Bandarawaththa	Nawarathna Raja Suneth Chaminda
11 - Ambalanmulla	Gallage Nishantha Deepani Dias
