ward	name
1 - Thalaawa	Ekanayakage Iresha Kumara
2 - Dabarella	Pemadasa Weerasinge
3 - Uswewa	Witharanagei Anura
4 - Binkama	Ranaweeragama Achchige Priyantha Niroshan
5 - Dannenigama	Amarakon Dissanayaka Arisiri
6 - Agunakolapelessa	Samarasinha Madduma Arachchige Somasiri
7 - Jandura	Pelige Nuwan Uditha Kumara
8 - Dahaamuna	Agam Podige Nishshanka
9 - Hakuruwela	Hetti Arachchige Iranganee
10 - Udayala	Sujith Upul Kumara Abeywardana
11 - Aththanayala	Weerasinha Kalugamage Lasantha Kumara
