ward	name
1 -	Athuluvage Don Chandrika Nilmini
2 -	Asanga Lakmal Samaraweera
3 -	Pitiya Kankanamge Dipika Malkanthi
4 -	Henakarallage Dusantha Priyanka Bandara
5 -	Indika Priyantha Mallavaarachchi
6 -	Maththaka Gamage Suraj Sandaruvan
7 -	Rev. Pelavaththe Sumanananda Himi
8 -	Pussavela Hevage Rani Perera
9 -	Henagedara Hevage Chandrapema
10 -	Pussavala Hevage Gayan Chathuranga Sampath
11 -	Ambagahahevage Thushari Devika
12 -	Hiriyamulla Vithanage Dasun Kavinda Maduvantha
13 -	Opatha Vithanage Sisira Udayakumara
14 -	Suriyage Don Buddhikapushpa Kumara
