ward	name
1 -	Thambavita Maddumage Rasika Priyani
2 -	Thambavita Maddumage Don Nimal Nandasiri Thambavita
3 -	Kukule Kankanamge Deepal Kithsiri
4 -	Gamage Don Lal Indika
5 -	Bogodaarachchige Don Amila Prasanna Jayawardhana
6 -	Gamage Don Nalaka Sampath Gamage
7 -	Munigoda Hakuruge Sanjeewa Lakmal
8 -	Walakuluarachchige Saneth
9 -	Doona Enika Priyanthi Madanayaka
10 -	Paraduwa Dhammadhassi Thero
11 -	Isuru Senarathna
12 -	Suresh Chanaka Jayasundara
13 -	Igalagamage Pasindhu Malshan
14 -	Igalagamage Sumith Prasanna
