ward	name
1 - Hunuwala	Ranasinghe Arachchige Rohana Wijerathne
1 - Hunuwala	Dewana Guruge Govindi Sudharika Karunasena
2 - Udawela	Kehel Ovitage Kelum Priyankara Jayasinghe
3 - Opanayaka	Batawela Vidanalage Priyalal Pushpakumara
4 - Akarella	Goda Gedaralage Sisira Prema Kumara
5 - Panana	Liyana Arachchige Gunathilaka
6 - Ranwala	Kodithuwakku Arachchilage Wasantha
7 - Badullegama	Arakmullage Indirajith Samanjeewa
8 - Weligepola	Arawaththa Muhandiramlage Indika Prabhath Ranathunga
9 - Handagiriya	Muluthen Ralalage Rathnapala
10 - Galpaya	Weerasinghe Arachchillage Saman Jeewalal Weerasinghe
