ward	name
1 -	Wattoru Tanthirige Neththru Ransiri Fernando
2 -	Orlandu Udaya Bharatha Nawarathne
3 -	Kuruppu Achchige Dona Nayana Priyadarshani
4 -	Rajapaksha Pathirannehelage Nimal Rajapaksha
5 -	Hewapannage Dasantha Kumara Perera
6 -	Wickramasinghe Mudalige Mangala Sunanda
7 -	Pituwala Liyanage Bandula Yasarathne De Silva
8 -	Warshahennedige Sanjaya Randeer Soysa
9 -	Waduge Mohan Kumudu Kumara Fernando
10 -	Pitagampalage Rushan Wiboshana Fernando
