ward	name
1 -	Mapalagama Acharilage Buddhika Wijerathna
2 -	Jayasooriya Mudiyanselage Harsha Niroshan
3 -	Denimulla Gamage Dayawansha Pathirarthna
4 -	Aththanapola Arachchige Ananda
5 -	Rajapaksha Pedige Ananda Sarath Rajapaksha
6 -	Marasingha Pathirajalage Madhushan Eranda Jayasinghe
7 -	Medagedarage Samantha Kumarasiri
8 -	Palihawadanage Meththananda Dharmarathna
9 -	Madabavitage Siriyawathi
10 -	Udumulla Kankanamalage Susantha Pemalal Dammika
11 -	Kasthuri Arachchige Chaminda Prasad Kasthurirathna
12 -	Neligamayalage Thilum Ranisha Weerawardhana
13 -	Wanni Arachchi Kankanamlage Buwanaka Chandrasiri
14 -	Ovitigala Dharmasthi Thusitha
15 -	Panditha Rathnage Indika Hemantha Kumara
16 -	Gallage Dayananda Perera
17 -	Thewarathperuma Appuhamilage Ajith
18 -	Mohammadu Riyal Mohammadu Pahir
19 -	Kapuruge Silani Kapuruge
20 -	Anthony Pererage Dilani Pramsika Perera
21 -	Kiri Hettige Ruwan Nishantha Perera
22 -	Kannangara Arachchige Don Sujeewa Pushpa Kumara
23 -	Imiyage Don Milani Somathilaka
24 -	Kalutharage Chamara Madhushan Fernando
25 -	Keppitiwalana Ralalage Sumith Dammika Hemachandra
26 -	Dombawalage Chinthaka Wasantha Kumara Perera
27 -	Shamal Sriyan Jayawardhana
28 -	Kolamba Acharyalage Kasun Prabodha
