ward	name
1 -	Mohamed Faleel Fathima Fasna
2 -	Abdul Sukoor Mohamed Faris
3 -	Sindamadar Mohamed Lahir
4 -	Jabbar Riyas Mohamed
5 -	Muhammadhu Riyal Riyash Mohamed
6 -	Seiyad Ahamdh Mohomed Rifan
7 -	Aiubu Mohammadhu Badurdeen
8 -	Mohomed Kameel Mohamed Rishkan
9 -	Huseinul Hasar Fathima Fasluna
10 -	Ibrahim Abdul Kadar
11 -	Mohamed Rasheed Firawus
12 -	Mohommadhu Halaldeen Mohommadhu Naleer
13 -	Mohomed Hilmi Hasini Mohamed
14 -	Abdul Asees Mohomed Rikas
15 -	Mohomadhu Matheen Mohamadhu Nufeer
16 -	Asandeen Imbran
17 -	Abdul Wahid Abdul Nasar
18 -	Habeeb Mohamed Rafaideen
19 -	Usein Mohomed Imtiyas
20 -	Thuwan Marjan Rusly Noor
21 -	Abdul Kadar Mohamed Ramalaan
22 -	Mohamed Hussein Mohamed Asam
23 -	Mohamed Faleel Fathima Fasra
24 -	Mohamed Siddig Safra
25 -	Mohomed Imthiyas Pathima Sainab
26 -	Mohomed Masoodh Mohomed Inhar
27 -	Sulthan Mohidin Mohamed Thaslim
28 -	Mohomed Farook Mohomed Ramsi
