ward	name
1 - Waleboda North	Abeysekara Vidana Pathiranalage Sithara Madhuvanthi Jayasekara
2 - Bolthube	Wathukarage Rasika Sampath
3 - Maddegama	Welage Kaluvahumpuralage Clarence Dharmarathna
3 - Maddegama	Sangarandhi Sivakumar
4 - Belihuloya	Rathmala Winne Mudhiyansege Sumanarathna
5 - Muttettuwegama	Ellalagoda Manage Indika Rohana Jayamanna
6 - Halpe	Ganewaththage Don Nayanakantha Nilmini Abeywickrama
7 - Imbulpe	Rathnayaka Mudiyanselage Gamini Vijayakumara
8 - Atawakwala	Jayasooriya Ralalage Jayananda
9 - Morahela	Vijethunga Athapaththu Mudiyanse Ralahamillage Thejani Uppalavanna Delgoda
10 - Wegapitiya	Vijethunga Athapaththu Mudiyanse Ralahamillage Janaka Kumara Delgoda
11 - Rathmalwinna	Madavala Liyaddage Saranga Roshan Sumedha
12 - Aluthnuwara	Miyanawita Ganithalage Piyasiri Vidyarathna
13 - Hatharabage	Wickrama Arachchilage Sumith Gunarathna
