ward	name
1 -	Malamendra Naidelage Kasun Chamara Jayawardhana
2 -	Thrimuda Acharilage Gamini Jayasooriya
3 -	Rajakaruna Herath Mudiyanselage Rathnayaka
4 -	Disanayaka Mudiyanselage Lalitha Disanayaka
5 -	Thambavitage Nuwan jayarathana
6 -	Hangili Naidelage Geethani Dhammika
7 -	Chandrasekara Jayarathna Mudhiyanselage Surangani Prabhawathi Kumarihami Chandrasekara
8 -	Adikari Mudiyanselage Janaka Susantha Adikari
9 -	Disanayaka Nawarathna Mudiyanselage Thilina Suraj Bandara Disanayaka
10 -	Malamendra Naidelage Jayawardhana
11 -	Ilandara Pedi Durayalage Nimal Karunarathna
12 -	Ekanayaka Mudiyanselage Dayawathi
13 -	Kariyawasam Puwak Pitiyage Layanal Rupasinha
14 -	Abesinha Mudiyanselage Keerthi Senarath Bandara
15 -	Wijewardhanage Darsana Sri Vimukthi Wijewardhana
16 -	Jasingha Arachchilage Susantha Kumara
17 -	Disanayaka Mudiyanselage Chathuranga Disanayaka
18 -	Lokuru Muhamdiramlage Gamini Ashoka Iddamalgoda
19 -	Thennakoon Mudiyanselage Nimal Weerasingha
20 -	Muthunayaka Durayalage Jayaman Kularathna
21 -	Kondasinha Galathlage Nayana Kumari
