ward	name
1 - Halpathota	Puswella Kankanamge Lal Deshapriya
2 - Baddegama Town	K.P.K.Tharidu Lakmal Wickramarathna
3 - Nayapamula	Manamperi Koralage Senarath Bandara
4 - Hemmeliya	Nishantha Brahmana
5 - Lelwala	Kooragodage Chandanie
6 - Weihena	Bataduwa Arachchi Mahes Padmalal
7 - Baddegama south	Ukwaththe Jalathge Amila Iroshan Kumara
8 - Ganegama	Amara Wickrama Liyanage Pathma Thenuwara
9 - Keredewela Majuwana	G.G.P.R.Lalith Kumara
10 - Ginimellgaha	Hareendra Lalith Hettiarachchi Senanayaka
11 - Thelikada	Mirisse Gamage Saman
12 - Balagoda	Wasantha Priyadarshana Poddenige
13 - Andurathvila	Kulasiri Maitipe
14 - Pahala Keembiya	Weerasingha Arachchige Lakshaman Chandrasiri
15 - Deiyandara	Haupe Liyanage Gayan Sampath
16 - Wanduramba	Lelwala Guruge Dimuthu Navindra
17 - Mabotuwana	Magedara Gamage Jagath Pradeep Saman Kumara
18 - Pitiharawa	K.P.Nisansala Ilangarathna
19 - Ihala Keembiya	Gangoda Liyanage Prasad Indika
