ward	name
1 -	Alahakoon Mudiyanselage Chaminda Alahakoon
2 -	Udamudune Gedara Prageeth Bandara Weerasekara
3 -	Yatiwalane Gedara Upali Jayarathna
4 -	Aluthgama Ralalage Charith Sandaruwan Bandara Gunarathna
5 -	Thennakoon Mudiyansele Nagolle Gedara Rathnasiri Bandara
6 -	Watte Gedara Wijaya Kumarasingha
7 -	Kumbure Gedara Jayarathna Bandara
8 -	Mullan Gedara Sarath Wijerathna Banda
9 -	Udagedara Dhammika Siriwardhana
10 -	Pagodage Rohana Wijesooriya
11 -	Galkande Gedara Susantha Ranjith Thennakoon
12 -	Chathurika Rajapaksha
13 -	Godawewe Gedara Indra Kumari Jayasena
14 -	Udagedara Harischandra Kumara
15 -	Halangoda Gedara Sujani Ruwanmali Amarasiri
