ward	name
1 - Kolinjadiya	Katunayakage Ajith Piyantha Perera
2 - Ulhitiyawa	Dolahamunige Sanath Nalaka Niroshan Fernando
3 - Wennappuwa	Warnakulasooriya Eranda Chamrith Fernando
4 - Udasirigama	Ranpatidewage Wasana Sampath Kumari
5 - Lunuwila	WasthuGedara Umesh Dulanjana Fonseka
6 - Sirigampala	Hapu Arachchige Don Shashika Gihan
7 - Kirimatiyana	Sarath Ananda Chandrasekara Thennakoon
8 - Thulawala	Adikari Mudiyanselage Udeni Kumarasiri
9 - Kahatawila	Deekirikewage Manjula Priyadarshani
10 - Lihiriyagama	Hapu Arachchige Voska Milroy
11 - Haldanduwana	Ekanayake Mudiyanselage Nuwan Weerasiri
12 - Bandirippuwa	Colombage Rukman Rojitha Fernando
13 - Dummaladeniya	Pallebhage Vedaralalage Tensi Peiris
14 - Nainamadama	Dolahamunige Tharusha Venujaya Fernando
15 - Boralassa	Priyankara Weda masterge Suneth Idunil Krisantha Fernando
16 - Katukenda	Warnakulasooriya Nadish Prabhath Madusanka Fernando
17 - Mohottimulla	Maha Waddayalage Sanjeewa Priyashantha
18 - Singakkuliya	Sitihami Appuhamilage Niluka Sewwandi
19 - Yogiyana	Dhanansooriya Mudiyanselage Priyanthi Dhanansooriya
20 - Morukkuliya	Mahamalage Maxium Perera
21 - Dankotuwa	Patabendige Saman Kumara Perera
22 - Gonawila	Jayamanna Mohottige Mudith Nuwan Lakshan
23 - Bolawatta	Warnakula Patabendige Greshan Srirantha Perera
24 - Kammala	Warnakulasooriya Pradeep Shiran
25 - Waikkala	Warnakulasooriya Chandana Sures Lowe
