ward	name
1 - Kolinjadiya	Warnakulasooriya AJith Jude Priyalal Fernando
2 - Ulhitiyawa	Katunayakage Benadict Waruna Perera
3 - Wennappuwa	Thotawaththa Badalge Don Anthony Kumar
4 - Udasirigama	Amaratunga Arachchige Vimuth Susantha Appuhami
5 - Lunuwila	Warnakulasooriya Sembukutty Arachchige Asiri Malith Fernando
6 - Sirigampala	Jayamaha Hittihamilage Isuru Lakshika
7 - Kirimatiyana	Hetti Arachchige Manoj Asanka Hetti Arachchi
8 - Thulawala	Ilesingha Pathiranage Prageeth Dharmajeewa
9 - Kahatawila	Wannakuwaththa Waduge Gnanawansha Fernando
10 - Lihiriyagama	Ranathunga Mudalige Ajith Udayasiri Ranathunga
11 - Haldanduwana	Karunanayaka Liyanage Saman Rohitha
12 - Bandirippuwa	Lorage Jayanga Ruwanari Fernando
13 - Dummaladeniya	Polgaswatta Kankanamalage Hasanka Sevwandi Dayarathne
14 - Nainamadama	Masewge Suranga Ranil Krishantha Fernando
15 - Boralassa	Dewarajage Christopher Noel Perera
16 - Katukenda	Jayasekara Hetti Arachchige Ramya Nilanthi
17 - Mohottimulla	Jayasekara Mudalige Janaka Chaminda Jayasekara
18 - Singakkuliya	Korala Mudiyanselage Pubudu Kasun Govinda
19 - Yogiyana	Kachchakaduge Ajith Nishantha Fernando
20 - Morukkuliya	Amarasinghe Arachchige Vohan Sandeep
21 - Dankotuwa	Ranwala Pathirannehelage Dushantha Manjula
22 - Gonawila	Hetti Arachchige Priyantha Manoj Kumar Perera
23 - Bolawatta	Ambagahage Harshal Gamini Rex Fernando
24 - Kammala	Warnakulasooriya Sembukuttige Lucian Churchill Fernando
25 - Waikkala	Rajakaruna Mudiyanselage Shyam Perera
