ward	name
1 - Kolinjadiya	Senadheera Pathirannahlage Jude Laxman Appuhamy
2 - Ulhitiyawa	Ambagahage Indika Wasantha Kumara
3 - Wennappuwa	Basthiyan Koralalage Sani Antony Rodrigo
4 - Udasirigama	Mahabaduge Sumith Asanka Fernando
5 - Lunuwila	Senanayake Mudiyanse Ralahamilage Saman Rohitha Senanayake
6 - Sirigampala	Poruthotage Shiran Chaturanga Fernando
7 - Kirimatiyana	Poruthotage Krishan Ishara Devaka Fernando
8 - Thulawala	Kathurusinghe Arachchige Premathilaka
9 - Kahatawila	Naduge Gamini Ranjth Senadheera
10 - Lihiriyagama	Mahabaduge Suresh Mahinda Fernando
11 - Haldanduwana	Wanasekara Kotukoliya Arachchige Amilawathi
12 - Bandirippuwa	Jayamanna Mohottige Ishara Nuwan Jayamanna
13 - Dummaladeniya	Warnakulasooriya Basil Gamini Fernando
14 - Nainamadama	Warnakulasooriya Ponnakuttige Peter Marian Pemsiri Fernando
15 - Boralassa	Wedaralalage Renuka Chandrakanthi
16 - Katukenda	Madurapperuma Arachchige Soma Chandrasiri
17 - Mohottimulla	Kaluarachahilage Deepika Nishanthi Kumari
18 - Singakkuliya	Warnakulasuriya Mohan Prashantha Dabarera
19 - Yogiyana	Warnakulasooriya Chinthaka Ravi Suranga Dabarera
20 - Morukkuliya	Warnakulasooriya Muhamdiramge Thusharika Shiromi Peiris
21 - Dankotuwa	Nirosha Kalyani Wickcramage
22 - Gonawila	Deekiri kewage Don Edward Sumith
23 - Bolawatta	Warnakulasooriya Sagarika Sudarshani
24 - Kammala	Wadumesthrige Crismath Prasanga Perera
25 - Waikkala	Masewge Roshitha Dilan Sanjeewa Fernando
