ward	name
1 - varipathanchenai North	Abdul Gafoor Shakir
2 - Irakkamam Central	Shajahaan Fathima Malha
3 - Irakkamam North	Karudu Lebbe Sameem
4 - Irakkamam East	Sinnalebbe Sharjahaan
5 - Irakkamam West	Haneefa Nashwar
6 - Irakkamam South	Seyyadu Ishak Mansoor
6 - Irakkamam South	Abdul Wahab Mohamed Rifnas
7 - varipathanchenai South	Siddique Mohamed Safeekkhan
