ward	name
1 - Periyathampanai - Piramanalankulam	Abubakar Raisan
2 - Andiyapuliyankulam	Jalaldeen Zabania
2 - Andiyapuliyankulam	Rahmathullah Muhammathu Nihal
3 - Kurukkalputhukkulam - kanthasaminakar	Abdeen Akram
4 - Pavatkulam	Khalil Raswan
5 - Suduventhapulavu	Kabir Muhammad Sarjoon
6 - Periyapuliyalankulam	Abdul Kadar Remsin
7 - Mukaththankulam - cheddikulam	Nasrudeen Mohammad Nazir
8 - Mudhaliyarkulam - chrishthavakulam	Jifri Mohamad Rajaan
10 - chinnachchippikulam	Kathar Mohaideen Jawzaan
9 - Neriyakulam	Kabibu Mohammathu Samoon
