ward	name
1 - Puttalam Central	Nagur Pichchai Mohamad Rafeek
2 - Manalgundu	Muhammadu Casim Muhammadu Rafeek
3 - Puttalam East	Mohamed Amanulla Maskoor Ahamad
4 - NedumKulam	Mohomed Hanifa Abeeb Nihar
5 - Pudukudirippuwa	Nawsad Fathima Raktha
6 - Lagoon Place	Mohammad Askar Mohammad Ahnaf
7 - Puttalam North	Mohamad Haneefa Mohamad Anwar
8 - Puttalam South	Gannoru Kankanamalage Mohan Duminda
9 - Senakudirippuwa	Issidhowar Upali Priyantha
10 - Thiladiya North	Mathara Vithanage Sunil Vijeshantha
11 - Thiladiya South	Mohamad Abubakkar Sadurdeen
