ward	name
1 - Puttalam Central	Mohamad Hafeel Mohamad
2 - Manalgundu	Mohamadh Anwar Mohamadh Askeen
3 - Puttalam East	Abdul Ofoor Alikan
4 - NedumKulam	Mohamad Hanifa Mohamad Rasmi
5 - Pudukudirippuwa	Mohamadh Mahruf Mohamadh Murshidh
6 - Lagoon Place	Abdul Fareed Mohamad Raseem
7 - Puttalam North	Mohamad Nisar Mohamad Nusky
8 - Puttalam South	Rathnayake Mudianselage Sisee Palitha
9 - Senakudirippuwa	Mohamad Faaruk Mohamad Imran Khan
10 - Thiladiya North	Abdul Asees Ameefa
11 - Thiladiya South	Muhammadu Ibrahim Muhammadu Inan
