ward	name
1 - Puttalam Central	Mohamad Haleem Mohamad Hamdhan
2 - Manalgundu	Antony Muhammadu Hasan
3 - Puttalam East	Abuthahir Mohomad Asrath
4 - NedumKulam	Muhammadu Salihu Muhammadu Rafeek
5 - Pudukudirippuwa	Seiyadu Rahumathulla Marikkar Mohamdu Aasath
6 - Lagoon Place	Rasidh Mohamad Faroos
7 - Puttalam North	Mohamad Nawfar Mohamad Nasrak
8 - Puttalam South	Senadipathi Mudiyanselage Uditha Kumara Rathnayaka
9 - Senakudirippuwa	Kaalingage Anula Kumari
10 - Thiladiya North	Gamachchige Wijedasa Nohoth Gamachchige Vijith Prasanna
11 - Thiladiya South	Janab Mohomad Dilshan
