ward	name
1 - Dambethalawa	Kapuge Kamalasena
2 - Karangawa	Palagasingha Gamachchige Wijewantha
3 - Galmaduwa	Bandula Jayasingha
4 - Muwangala	Kuda Widanage Chandima Priyadarshani
5 - Kotawehera	Suraweera Mudiyanselage Senarath Darmarathna
6 - Paragahakele	Disanayaka Mudiyanselage Palitha Pushpakumara
7 - Ambagahawella	Thanipuli Arachchilage Swarnalatha
8 - Namaloya	Bandara Godage Nishantha Sampath Kumara
9 - Polwaga Janapadaya	Madurapperumage Nandana Upulkantha
10 - Wavinna	Liyanage Ariyadasa
