ward	name
1 -	Jothirathna Hettiachchi Mudiyanselage Rasika Darshana Duminda
2 -	Hewakara Hettiarachchilage Kamal Manawasinghe
3 -	Liyana Waduge Dilan Chameera Keerthirathna
4 -	Malporu Mudiyanselage Karunarathna
5 -	Jayakodi Mohotti Appuhamillage Viditha Sanath Jayakodi
6 -	Wewegedarage Prasad Niroshan Abeyrathna
7 -	Rajapaksha Pathirannehelage Don Nishantha
8 -	Brandiwattage Nishantha Manoj Kumara
9 -	Wickramarathnage Lalith Ananda Jayalath
10 -	Wanasingha Arachchige Don Rohana
11 -	Kekulawala Jayawardhana Arachchige Kamal Aruna Shantha Jayawardhana
12 -	Rathnayaka Mudalige Manel Rathnayaka
13 -	Wanniarachchige Gunawardena
14 -	Paththinige Saman Kumara
15 -	Abedeera Gunarathna Patabedige Chathura Priyadarshana
16 -	Karandena Basthiyanlage Nilanthi Kumari
17 -	Pepiliwala Gamaralalage Shanika Madhurangi
18 -	Gonagala Vithanage Pasan Hiruna Helitha
19 -	Karandeniya Mahadurage Mahinda
20 -	Kos Singhala Vithanage Nalaka Priyantha
21 -	Kudagalage Jayampathi Somarathna
22 -	Salpadoru Thuppahige Nishshanka Weerawardena
23 -	Udawatthe Gedara Gamini Rathnasiri
24 -	Hewanambuge Nelka Samanthi
25 -	Kuruppu Arachchige Jagath Chandana
26 -	Kaluarachchige Athula Jayanth
27 -	Thalagalage Don Janaka Sanjeewa
28 -	Walpita Gamage Premalatha
29 -	Ranpati Dewage Anuda Jeewantha Ranpatidewa
30 -	Rajapaksha Wadanahaluge Karunapala
31 -	Thuwan Mohomad Sulfikar Muthalip
31 -	Diyamantha Elabadaarachchi
32 -	Ahangama Walawege Chaminda Sarath Kumara
