ward	name
1 - Vannarpannai North	Subanki Kankatharan
2 - Kantharmadam North West	Kathirkamaththampi Kaneshananth
3 - Kantharmadam North East	Jeyarasa Jeyatharshan
4 - Nallur Irajathani	Gunarathinam Nishanthan
5 - Sangiliyan Thoppu	Karunakaran Kirishanthini
6 - Ariyalai	Kuganeswaran Mathushan
7 - Kalaimakal	Thiruchchelvam Mayuran
8 - Kantharmadam South	Vasuthevan Vijeyatharshan
9 - Iyanar Kovilady	Shanmuganathan Ushanthan
10 - New Moor Street	Bavani Chanthirasekaran
11 - Navanthurai North	Antannakulas Antanijunitan
12 - Navanthurai South	Sivagnanam Jegatheeswaran
13 - Old Moor Street	Muthu Mohamed Robail
14 - Grand Bazaar	Sasireha Varatharajan
15 - Attiaddy	Gunasegaram Premkanth
16 - Chundikuli - Maruthady	Selvarajah Selvasureskumar
17 - Ariyalai West	Shanmuganathan Gobikrishna
18 - Columbuthurai	Jeya Uruthirakumar
19 - Passaiyoor	Kumar mathews Kilein
20 - Eachchamoddai	Thushyanthini Pratheepan
21 - Cathridral	Velayutham Meryrajamalar
22 - Thirunagar	Robertson Robert
23 - Gurunagar	Nikkilash Carmal Alextow
24 - Jaffna Town	Subajhini Kiritharan
25 - Koddady - Fort	Thambithurai Santhirathas
26 - Reclamation West	Mariyathas Antion Maiksalan
27 - Reclamation East	Arulpu Rosaine Marykaran
