ward	name
1 - Vannarpannai North	Poonathan Kayooran
2 - Kantharmadam North West	Tharumaraja Thayaruban
3 - Kantharmadam North East	Ananthasundaram Gajendrarasa
4 - Nallur Irajathani	Jayakumar John Nathushan
5 - Sangiliyan Thoppu	Pathmarajan Thayaparan
6 - Ariyalai	Krishnakumar Gajanan
7 - Kalaimakal	Kanagasabai Krishnakumar
8 - Kantharmadam South	Ariyarathinam Kosalai
9 - Iyanar Kovilady	Johnson Mithushan
10 - New Moor Street	Mohammed Raza Nowsad
11 - Navanthurai North	Palanisami Chanthirakumar
12 - Navanthurai South	Puwanenthirarasa Anand
13 - Old Moor Street	Kachchu Mohammed Mohammed Niaz
14 - Grand Bazaar	Nizar Vathuriya
15 - Attiaddy	Selvarasa Jeevarasa
16 - Chundikuli - Maruthady	Thevathas Suman
17 - Ariyalai West	Sasikala Gunaratnam
18 - Columbuthurai	Mary Antonita Edwin Micheal
19 - Passaiyoor	Amalathas Robert
20 - Eachchamoddai	Rathinamoorthy Vazas Prasan
21 - Cathridral	Alfred Rosmillan Ann Rojan
22 - Thirunagar	Marusalene Antony
23 - Gurunagar	Consiyus Douglas
24 - Jaffna Town	Subramaniam Srikantharasa
25 - Koddady - Fort	Sivaguru Paveenthiran
26 - Reclamation West	James Jagadeepan Nakomi
27 - Reclamation East	Stanislaus Dharmaraj
