ward	name
1 - Kalatuwawa West	Nawalage Milinda Chinthaka Wimalarathna
2 - Walawita	Bodara Gedara Shayamali Podimanike Gunarathna
3 - Diwrumpitiya	Amarathunga Arachchige Kasun Tharanga Amarathunga
4 - Meennana	Hiripitiyalage Janaka Pradeep Hiripitiya
5 - Bopetta Didda	Sendanayaka Arachchige Gunarathne
6 - Udumaththa	Kokowita Meemanalage Premalatha
7 - Iddamalgoda	Ganegoda Vitharamalage Milinda Senarath Helasiri Vitharama
8 - Pelpitiya	Imbulpitiya Pathiranage Rathnapala Senarath
9 - Wilegoda	Hewapedige Senevirathna
10 - Kendangamuwa	Gallage Ranjith Wickramasinghe
10 - Kendangamuwa	Abdul Mahadran Mohomad Nilam
11 - Yakudagoda	Shantha Lakmal Mendis Gunasekara
12 - Mahara	Mahara Gamaethirallage Ariyapala
13 - Wiyalagoda	Kande Kankanamalage Indika Kumara Wijesekara
14 - Paleegala	Gulana Waththalage Dharmadasa
15 - Mitipola	Herath Mudiyanselage Priyantha Karunarathna Bandara
16 - Karandana North	Kasthuri Arachchilage Ruwan Sampath Kasthuriarachchi
17 - Karndana South	Weththasinghege Pushpa Priyanthi Weththasinghe
18 - Hindurangala	Karandana Lekamalage Rathnayaka
