ward	name
1 -	Duminda Kananke Withana
2 -	Abdul Rahuman Mohomed Fasal
3 -	Shanmugam Vijith Kumara
4 -	Polwattegedara Nishantha kumara Wijerathne
5 -	Ganthune Widanelage Sarath Kumara Wijerathne
6 -	Don Sanath Nandana Rajapaksha
8 -	Athurusingha Mudiyanselage Sarath Upali Karunarathna
9 -	Wijekoon Herath Mudiyanselage Palle Walawuwe Ranjith Thilakabandara Dharmakeerthi
10 -	Mee Gahagedara Thaksara Sandaruwan Liyanage
11 -	Thambilikotuwe Jenat Silva
13 -	Senaka Aluvihare
14 -	Rajasinghe Liyana Mudalige Nanda Thilak Kumara Rajasinghe
15 -	Ranthatiyawa Mudiyanselage Sunil Parackrama Gunasekara
16 -	Siyambalagahagedara Banis Abeyrathne
