ward	name
1 -	Kuranage Samira Niroshan Perera
2 -	Ruwanpura Viraj Sumada Silva
3 -	Maggona Nalin Tusitha De Silva
4 -	Hadun Sudipa Dilshan Silva
5 - EKALA	Mallawa Thanthirige Minol Sajith Perera
6 - NIWANDAMA	Kalupemahaga Vidumini Chamodaya Ranhari
7 -	Pathirage Don Neel
8 - ALEXANDRA ESTATE	Manikkuuge Roshika Madushani De Silva
9 -	Wanasinha Arachchige Raweendara Ranasinhe
10 -	Dalmada Nissanka Arachichge Don Ruwan Pradeep Nissanka
11 - DOLAHENA	Hawpay Gamage Neel Desmand
13 - BATUWATHTHA	Ranpati Dewage Upendra Jayasiri
14 - NARANGODAPALUWA	Hattiarachi Chathuni Lakruwani
15 -	Kankanamage Upul Rohana
16 -	Hapuarchchige Don Subash Buddika Weerasena
17 -	Don Abeywickrama Chandana Gunawardana
18 - RILAULLA	Mari Anthonige Thangarasa
19 -	Herath Mudiyanselage Gamini Chandrasiri
20 -	Kovilage Chamara Madusanka Fernando
21 - JAYASAMARUGAMA	Gurubabilage Chandra Wagiraka Sisira Kumara
22 -	Nanayakkara Mudiyanselage Thilanka Madushani Nanayakkara
23 -	Kathaluwa Patabadige Gayanthi Rashika
24 -	Fathima Pasmina Saruk alias Mohomed Saruk
25 -	Kalupe Mahage Nipuna Sadaruwan Sanjeewa
26 - DAMBUWA	Warnakula Pramod Dineshu Mandis Wijenayaka
