ward	name
1 -	Hewa Heenipellage Rathnasiri
2 - Koholankala	Akmeemana Hetti Arachchige Chamith Chathurya
3 - Mayurapura	Lokumarakkalage Chandralal Jayasiri
4 - Galwala	Mohomad Fareed
5 - Siribopura	Mohomad Mohamad Fasmi
5 - Siribopura	Munasinghe Liyana Arachchige Nisanka Nilushi
6 - Samodagama	Mohamad Asis Jaleel
6 - Samodagama	Baba Shamri Hareem
7 - Mirijjawila	Wijayasiri Kankanamdurage Wimalasiri
8 - Alokapura	Kamburugamuwa Gamacharige Harinda Lakmal
9 - Indiwinna	Haseem Mohomad Rahath
10 - Hambantota kadaweediya	Wajira Manel Rathnaweera Patabendige
10 - Hambantota kadaweediya	Gnei Milani Harim
