ward	name
1 - Galabawa	Rupasinghage Haritha Kumari Rupasinghe
2 - Uduwa	Rajasinghe Mudiyanselage Dhammika Rajapaksha
3 - Naranwala	Dewayalage Gedara Nimal Jayarathne
4 - Damunugastenna	Wansekara Mudiyanselage Ruwan Pradeepa
5 - Bananghe	Girihagama Hathurusinghage Gamini Hathurusinghe
6 - Kumburegama	Jayasekara Hettiarachchile Sandhya Kumari Perera
7 - Idamegama	Udapitiya Walawwe Gunarathne Adhikaram Udaya Wijayarathne
8 - Dehideniya	Kiribaiya Dewayalage Ajantha Malkanthi
9 - Galagedara	Bishrul Amjad Muththalib
10 - minigamuwa	Thrimanna Hettilage Shrimal Kumara Thrimanna
11 - Weliwita	Mada Gedara Manoj Chandana Wijethunga
12 - Aludeniya	Konara Mudiyanselage Navarathna Banda
13 - Dedunupitiya	Athawda Herath Mudiyanselage Wijekoon Banda
14 - hatharaliyadda	Muhandiram Hanthane Gedara Nihal Bandara
15 - Yaggala	Kottagoda Arachchilage Gedara Palil Sawkath Ali
16 - Alagalla	Elangakon Mudiyanselage Chaminda Bandara Wijerathne
17 - Kolugala	Thennakoon Mudiyanselage Nuwantha Mihiran Bandara Thennakoon
18 - Muruddeniya	Ranaweeramudiyanselage Gamini Nissanka Bandara Ranaweera
