ward	name
1 -	Rathnayake Mudiyanselage Chinthaka Nuwan Rathnayake
2 -	Vijja Panikkiyalage Sudarshani Lankajeewa
3 -	Wijesinghe Mudiyanselage Nilmini Wijesinghe
4 -	Panagodage Ruwansiri Jayasoma
5 -	Bulathwelage Sadun Tharanga Fernando
6 -	Rathnayake Mudiyanselage Poornika Sandamali Rathnayake
7 -	Dinayadurage Sudesh Chinthaka Kumarasiri
8 -	Basthiyange Nihari Megha Kumari Gunathilaka
9 -	Welikumbura Mudiyanselage Asanka Dinesha Priyadarshana
10 -	Hagamage Subhashini Nalika Gunawardhana
11 -	Sinhalapedi Gedara Dhaneshwara Udayanga Rajapaksha
12 -	Thale Welalage Tharanga Pushpakumara
13 -	Hagamage Gedara Pushpalatha Gunawardhana
14 -	Dinayadura Prasanna Gnanasiri de Silva
15 -	Senadheera Peramunage Eranjala Lakmali Weerathunge
16 -	Mohomed Navas Lalith
17 -	D Wijesiri Silva
18 -	Loku Arumage Sarika Dilhani Jayakody
18 -	Ambakote Gedara Priyangika Priyadarshani
19 -	Navathe Kumbure Gedara Anil Madhushanka Ananda
20 -	Arachchi Appuhamilage Anoma Malkanthi
21 -	Hagamage Ushen Madhusanka Gunawardhana
22 -	Panadarayalage Nadeesha Ramindi Jayamini
