ward	name
1 - Bulathgama	Kuruppu Lekamalage Sagara Pradeep Wijerathna
2 - Thubagoda	Wengappuli Arachchige Wasantha Pushpakumara Gunarathna
3 - Hunukumbura	Galabadage Chandralatha
4 - Kirindigala	Ellewaththe Arachchige Jayantha Premakumara
5 - Oluganthota	Multhiyanage Nimal Karunarathna
6 - Dehigastalawa	Jayasundara Mudiyanselage Weerasekara Bandara
7 - Balangoda Town	Duke Ian Daniel
8 - Balangoda	Samitha Lakshan Samarasinghe
9 - Kumaragama	Dela Vidanelage Sujitha Shiran
10 - Ellepola	Peella Manage Ranjith Pushpakumara
