ward	name
1 - Bulathgama	Sandanam Thyagaraja
2 - Thubagoda	Sebesthiyan Antony Joseph
3 - Hunukumbura	Wanasekara Arachchilage Nilmini Wanasekara
4 - Kirindigala	Narangoda Arachchilage Wasantha Kumara Senanayaka
5 - Oluganthota	Kande Gamaralalage Uditha Gayan Bandara
6 - Dehigastalawa	Mohomad Junaideen Maliksha
7 - Balangoda Town	Sundaram Arulappu George
8 - Balangoda	Diggalpoththe Mahendra Bimal Rajawardhana
9 - Kumaragama	Hewa Giganage Nilantha Priyalal Deshabandu
10 - Ellepola	Weerakoon Dasanayakalage Haritha Lankanath Jeewananda
