ward	name
1 - Urawaththa	Garumuni Arachilage Cyril De Silva
2 - Kuleegoda	Gonsal De Silva Udaya Shirantha
3 - Madampagama	Mahavithana Sudath Wasantha De Silva
4 - Akurala	Manikkuwahandi Rathnasiri
5 - Kahawa Weeragoda	Kolambage Asela Pradip
6 - Thelwaththa	Arumahandi Dammi Puspakanthi
7 - Kalupe	Nigamuni Geeth Thushara Mendis
8 - Thotagamuwa	Imiyan Mudiyanselage Sudarshika Nandanie
9 - Katudampe	Vijemuni Charith De Soysa Gunasekara
10 - Mawadavila	Mahadura Dayawansha
11 - Hegoda	Mandawala Kankanamge Titus
12 - Maliduwa	Jeyahandi Ashmila Malindi Karunarathna De Silva
13 - Ganegoda	Dewa Sithum Manahara Silva
14 - Bopagoda	Dadimuni Sonat Dharmathilaka
15 - Rathgama	Mangala Senerath Liyanage
16 - kapumulugoda	Ranapanada Pearl Jayalath De Silva
17 - Boossa	Matheesha Dharmarathna
