ward	name
1 - Urawaththa	Polge Krishantha Jayawardhana
2 - Kuleegoda	Liyanage Nishantha Kumara
3 - Madampagama	Pulwansha Piyal Ranjan De Silva
4 - Akurala	Thirimadura Susil Sirinandana
5 - Kahawa Weeragoda	Shriyalatha Lekamwasan
6 - Thelwaththa	Anthoni Gamage Ruwan Preethi Kumara
7 - Kalupe	Julian Ruwan Kumara Mendis
8 - Thotagamuwa	Paskuwal Handi Dharmasiri De Silva
9 - Katudampe	Deegoda Gamage Tiurin
10 - Mawadavila	Dadallage Sampath Sunanda
11 - Hegoda	Mahadura Senevirathna
12 - Maliduwa	Nanayakkarawasam Kuruppuge Shakthi Nalaka
13 - Ganegoda	Thommadura Nimal
14 - Bopagoda	Uragaha Rathnasiri Silva
15 - Rathgama	Indunil Koralege
16 - kapumulugoda	Paskuwal Handi Sudath Mendis
17 - Boossa	Wellege Susan Priyadarshana
