ward	name
1 -	T.M.Sarath Thennakoon
2 -	S.A.Nisantha Bandara Samarakoon
3 -	A.D.Martal Samarasinghe
4 -	B.Nimal Warnakulasooriya
5 -	S.Sajith Chandralal Senarathna
6 -	D.W.Ranga Amarasena
7 -	U.K. Karunathilaka
8 -	B.M.Herath Jayathilaka
9 -	S.Dayaanda
10 -	M.A.Asanka Sarath Kumara
11 -	W.D.Ranil Wickramanayaka Gunathilaka
12 -	W.M.Chitra Malani Wijesinghe
13 -	Y.M.Lankathilaka Bandara
14 -	R.M.Nilanthika Priyadarshani Rathnayaka
15 -	P. P. Chaminda Pushpakumara Jayasinghe
16 -	H.M.Dilum Keshan Bandara Pahalgama
17 -	H.M.Sujeewa Rasika Kumara
18 -	W.M.Kumara Rupasingha Kanugala
19 -	J.A. Amali Udeshika Jayasinghe
20 -	R.M.Jayarathna Bandara
21 -	B.M. Asiri Nuwan Wijayabandara
22 -	D.M.Wijesinghe
23 -	T.M.Heen Amma
24 -	Chandana Dissanayaka
25 -	C.M.Dilip Kumara Chandrasekara
