ward	name
1 - Ihalamulla	Anhettigedara Nihal Jayawickrama
2 - Ankubura	Mayamullegedara Iroshana Thilina Duminda Gunasena
3 - Kithulgolla	Thissa Mudiyanselage Kusumawathie Menike
4 - Batagolladeniya	Mohammad Nazeer Fathima Silmiya
5 - Gqlhinna	Jeynudeen Nawfiya
6 - Morankanda	Hawengolla Madagedara Rejinawathi
7 - Bokkawala	Seevali Senanyakalage Amila Ruwan Sri Wijenayaka
8 - Udahigulwala	Herath Mudiyanselage Gamini Herath
9 - Gallella	Rathnayake Mudiyansele Dayasiri Herath
10 - Marathugoda	Thennakoon Mudiyanselage Gamini Yapa Karunarathna
11 - Godahena	Udathanne Gedara Gunarathna
12 - Owissa	Wickramasinghe Mudiyanselage Mangalika Wickramasinghe
13 - Domagammana	Asweddume Gedara Somasiri
14 - Palapana	Wijerathna Mudiyanselage Chaminda Wijerathna
15 - Batugoda	Rankoth Gedara Gamini Kulathunga
16 - Mullegama	Aluth Gedara Shanaka Harsha Kumara Mahendra
17 - Kahawatta	Batugoda Pussepitiye Gedara Wijepala
