ward	name
1 - Ihalamulla	Abdul Asis Sahul Hameed
2 - Ankubura	Mahammed Haneepa Raseek
3 - Kithulgolla	Mohamad Muhajirin Mohamad Mubeen
4 - Batagolladeniya	Mohamad Smile Mohamad Naseer
5 - Gqlhinna	Mohamad Uwais Mohamad Rasan
6 - Morankanda	Mansoor Nona Peroshiya
7 - Bokkawala	Mohamad Uweis Riswan Mohamad
8 - Udahigulwala	Abdul Rasak Muhammadu Ranoos
9 - Gallella	Abdul Rasak Mahammad Asmin
10 - Marathugoda	Salahudeen Abdul Hisan
11 - Godahena	Saheedu Haleemdeen Rifasa
12 - Owissa	Jambu Gahamula Gedara Liyakhan Alikhan Abdul Nawsad
13 - Domagammana	Adam Lebbe Asik Mohamad
14 - Palapana	Gurunnanselage Gedara Mohamad Riyaldeen Mohamad Fawsher
15 - Batugoda	Fathima Nishana
16 - Mullegama	Mohamadu Husen Mohamad Ramsan
17 - Kahawatta	Mohamad Uwais Mohamad Safan
