ward	name
1 - Vilana udagama	Andapola Gedara Nimal Chandrasiri
2 - Vilana palegama	Gusthingnagna Waduge Dalsi Kumari Airangani
3 - Alawathugda	Rajapaksha Wasala Mudiyanselage Kubure Gedara Wijethunga
3 - Alawathugda	Jegamohan Selvakumar
4 - Mawathupola	Polgolle Gedara Ashara Darshani Saranga Gaminisiri
5 - Dippitiya	Galpokune Gedara Sampath Udaya Kumara
6 - Niralla	Mohomad Usup Mohamad Ramsan
7 - konakalagala	Karuna Nayakamudalige Wasantha Nilmini
8 - Pangollamada	Ambagahamula Gedara Muhammadu Lahir Muhammad Mihidad
9 - Kurugoda	Pahala Walawwue Abdul Asees Hajju Mohideen
10 - Bulugohothenna	Imadudeen Mohamad Isthihar
11 - Udaweliketiya	Mohamad Buhari Baduressaman
12 - Pallewelikatiya	Ahammadu Muhammad Mohammad Supiyan
13 - Akurana	Seiyadu Muhammadu Mohamad Shafran
14 - Waragashinna	Seinulabdeen Muhammad Mufeed
15 - Kurudugahaela	Mohamad Abusalih Ubaidur Rahman
16 - Thelabughawatta	Sahul Hamidu Mohammadu Nasar
17 - Digala dunuwila	Ranmuthu Gedara Shriyananda Wijeyadasa
