ward	name
1 - Vilana udagama	Anhetti Gedara Piyathilaka Wije singhe
2 - Vilana palegama	Amila Prasanna Gunathilake
3 - Alawathugda	Gurunnahala Gedara Chintha Suwarna Kanthi
3 - Alawathugda	Hurigolle Gedara Jayathilaka
4 - Mawathupola	Warnage Krishanthi Renuka Ponseka
5 - Dippitiya	Konara Mudiyanselage Wasantha Kumara
6 - Niralla	Mohamad Isdeen Mohomad Pawus
7 - konakalagala	Watagoda Gedara Panditharathne
8 - Pangollamada	Kaleelulla Umair
9 - Kurugoda	Muhammadu Hasim Muhammadu Siyam
10 - Bulugohothenna	Mohomad Hamsa Mohomad Nifras
11 - Udaweliketiya	Moragolle Gedara Ahamadu Mahammadu Pahir
12 - Pallewelikatiya	Peer Mohamad Mohamad Pasil
13 - Akurana	Seynul Abdeen Mohamad Raees
14 - Waragashinna	Kalugamuwe Gedara Noor Mohamad Rizard Mohamad
15 - Kurudugahaela	Nisamdeen Pasmina
16 - Thelabughawatta	Abdul Pareed Muhammadu Ilyas
17 - Digala dunuwila	Siyambalagahamula gedara Sirisena
