ward	name
1 - Boragas	Abdul Kareem Abdul Muththalif
2 - hulankapolla	Muhamad Haleem Muhamad Fayis Sayibu
3 - vidhurupola	Liyadipita Mudiyanselage Prabhath Raveendra Gunasekara
4 - diwrumgama	Mapa Mudiyanselage Somasiri Bandara
5 - Welimada	Muluthu Kumburage Ananda Silva
6 - Puranwela	Gurusinghe Arachchilage Janaka Chandana Rathna
7 - Landegama	Wickramasinghe Dissanayakalage Ajith Premalal
8 - Dhambawinna	Thennakoon Mudiyanselage Siriyawathi
9 - Dhikkapitiya	Arachchi Mudiyanselage Pradeep Kumara Kolitha Bandara
10 - Dayarabawathta	Weerappan Rasalingam
11 - Mirahawathta	Medagode Gedara Linkan Rajapaksha
12 - Udupeella	Liyanaarachchilage Priyantha Chaminda
13 - Nawela	Nape Liyanage Don Amila Liyanage
14 - Nandungamuwa	Gamhewayalage Sarath Chandrarathna
15 - Idamegama	Nawarathna Mudiyanselage Gamini Senavirathna
16 - Keppetipola	Ekanayake Mudiyanselage Mahinda Prema Sri Ekanayake
17 - Ambewela	Herath Mudiyanselage Karunarathna Bandara
18 - Kandepuhulpola	Appuhami Mudiyanselage Chandrasena
19 - Boralanda	Thennakoon Mudiyanselage Chandrika Thennakoon
20 - Guruthalawa	Mohidin Kasali Mohammadu Husain
20 - Guruthalawa	Abdul Hameed Mohomad Nawsad
21 - Galedanda	Delanka Pelige Chandrika
22 - Pitapola	Ranasinghe Mudiyanselage Piyasena
23 - Ohiya	Warnakulasooriya Wadumesthrige Nimali Niranjala
24 - Maligathenna	Thamodaram Mahendrakumar
