ward	name
1 - Vannarpannai North	Abdul Kadar Sanoon
2 - Kantharmadam North West	Muhamad Hamsha Muhamad Sifran
3 - Kantharmadam North East	Idroos Nisam
4 - Nallur Irajathani	Rajin Pathima Jareena Santhini
5 - Sangiliyan Thoppu	Muhammadu Hamsa Muhammadu Sinas
6 - Ariyalai	Sanoon Muhammad Nasar
7 - Kalaimakal	Saththiya Seelan Vijithan
8 - Kantharmadam South	Mohomad Aboobakar Mohomad Meera Sahib
9 - Iyanar Kovilady	Sannon Muhamadu Haris
10 - New Moor Street	Kamim Suwais
11 - Navanthurai North	Panner Selvam Thananjan
12 - Navanthurai South	Thanabalasingam Aingaran
13 - Old Moor Street	Meeran Sahip Asan
14 - Grand Bazaar	Robinsan Roksan
15 - Attiaddy	Jenisa Balenthiran
16 - Chundikuli - Maruthady	Anton Gnanaselvam Arul Dinono
17 - Ariyalai West	Abdul Raheem Raspahaan
18 - Columbuthurai	Muhamad Kamsa Muhammad Siraj
19 - Passaiyoor	Jainoos Mohomad Jaheer
20 - Eachchamoddai	Jeyarad Alosiyas
21 - Cathridral	Savjina Beham Muhammadu Nifar
22 - Thirunagar	Muhammadu Riyas Muhammadu Apsaan
23 - Gurunagar	Muhammadu Sinas Mohammad Sahran
24 - Jaffna Town	Palasingam Sasikala
25 - Koddady - Fort	Mariya Jeyaseelan Pilippiratheep
26 - Reclamation West	Miran Sahip Ramseen
27 - Reclamation East	Aithuroos Jifri
