ward	name
1 - Vannarpannai North	Narayanapillai Kanagaraja
2 - Kantharmadam North West	Nadesapillai Vidyadharan
3 - Kantharmadam North East	Rajendram Anojan
4 - Nallur Irajathani	Shanmugam Logasivam
5 - Sangiliyan Thoppu	Vivekanandarasa Mathivathani
6 - Ariyalai	Prabhakaran Thushiyanthan
7 - Kalaimakal	Nalina Premlal
8 - Kantharmadam South	Parathasan Esvarathasan
9 - Iyanar Kovilady	Sivapalan Santhuru
10 - New Moor Street	Muththu Mohammadu Mohammadu Nifahir
11 - Navanthurai North	Nikkilas Mariathas Balachchandran
12 - Navanthurai South	Nikkilapillai Philip
13 - Old Moor Street	Neina Mohammad Abdulla
14 - Grand Bazaar	Suntharalingam Suthan
15 - Attiaddy	Irasu Tharmakulasingam
16 - Chundikuli - Maruthady	Susaipillai Cyril
17 - Ariyalai West	Kandiah Nakenthiradas
18 - Columbuthurai	Soosaipillai Yesurasa
19 - Passaiyoor	Immanuval Arnold
20 - Eachchamoddai	Jegatheswaran Mayooran
21 - Cathridral	Immanuvel Thayalan
22 - Thirunagar	Lenad Battica
23 - Gurunagar	Arulappu Robinson
24 - Jaffna Town	Verginiya Nishani Dineskumar
25 - Koddady - Fort	Sirirajapulenthiran Sarupan
26 - Reclamation West	Victorkumar Suren
27 - Reclamation East	Gragori Antony Yesurasa
