ward	name
1 - Vannarpannai North	Ampalavanar Kanapathipillai
2 - Kantharmadam North West	Singarasa Sathees Ananthi
3 - Kantharmadam North East	Amirthalingam Sathiyaruban
4 - Nallur Irajathani	Shanmuganathan Sageevan
5 - Sangiliyan Thoppu	Sepamalai Jesuthasan
6 - Ariyalai	Thuararajah Thurkatharan
7 - Kalaimakal	Namasivayam Rasenthiram
8 - Kantharmadam South	Muthulingam Raveendralingam
9 - Iyanar Kovilady	Sathiyarupan Sasikala
10 - New Moor Street	Junaid Jumlath
11 - Navanthurai North	Asirvatham Arudpiragasam
12 - Navanthurai South	Abdul Kaboor Mohammed Fasadkhan
13 - Old Moor Street	Shakul Hammed Mahr
14 - Grand Bazaar	Rohini Gunaratnam
15 - Attiaddy	Sivalingam Vithagan
16 - Chundikuli - Maruthady	Santhirakumar Ganeshruban
17 - Ariyalai West	Thangarasa Shanthakumar
18 - Columbuthurai	Sinnaiah Sivarajah
19 - Passaiyoor	Keethaponkalan Ananth Atputha Vithiyananthan
20 - Eachchamoddai	Iladsumikanthan Muhunthan
21 - Cathridral	Santhirakumar Suganthan
22 - Thirunagar	Thathapillai Selvaratnam
23 - Gurunagar	Tharmu Epanesan
24 - Jaffna Town	Karunanathan Ilankumaran
25 - Koddady - Fort	Ketharanathan Saravanan
26 - Reclamation West	Sharanya Shanmugarajah
27 - Reclamation East	Kanthiyah Shanthini
