ward	name
1 - Radaliyadda	Dissanayaka Mudiyanselage Shrinik Priyashantha Dissanayake
2 - Nilgala	Basnayaka Mudiyanselage Weerasekara
3 - Pitakumbura	Muhandiram Mudiyanselage Weerawardhane
4 - Nagala	Herath Mudiyanselage Anurasiri Gunasekara
5 - Bibile	Vidanagamage Sarath Vidanagama
6 - Wegama	Konara Mudiyanselage Nandasena
7 - Mallehewa	Wasala Wanni Mudiyanselage Manoj Asanka Wasala
8 - Kuruvamba	Pahala Gedara Jayanthi
9 - Dodamgolla	Dissanayaka Mudiyanselage Waruna Nishantha
10 - Kotagama	Hitihami Mudiyanselage Sarath Kumara
