ward	name
1 - Radaliyadda	Dissanayaka Mudiyanselage Nilantha Udaya Kumara Dissanayaka
2 - Nilgala	Basnayaka Mudiyanselage Chandananda
3 - Pitakumbura	Herath Mudiyanselage Sarath Kumarathilaka
4 - Nagala	Basnayaka Mudiyanselage Chandana Lalith Kumara Basnayaka
5 - Bibile	Jayasingha Arachchige Somasiri
6 - Wegama	Lorance Hewage Shyama Nandani
7 - Mallehewa	Jayasundara Mudiyanselage Sajith Hemantha Pemadasa
8 - Kuruvamba	Herath Mudiyanselage Chandani Herath
9 - Dodamgolla	Herath Mudiyanselage Nilantha Wijesena
10 - Kotagama	Ranhoti Bandaralage Gunapala
