ward	name
1 - Hadungamuwa	Jayasundara Herath Mudiyanselage Upali Jayasundara
2 - Dunuwilapitiya	Ulpengedara Chandrasena Jayawardhana Bandara
3 - Maraka	Morathihadewayalage Indika Saman Kumara Senavirathna
4 - Gamburuoya	Muhandiram Ralahamilage Thilak Kumara Herath
5 - Malgammana	Rathnayaka Mudiyanselage Sujeewa Sugandi Rathnayaka
6 - Dewagiriya	Akmeemana Vithanage Saman Santha
7 - Hettipola	Hangiriya Golle Gedara Nimal Kithsiri
8 - Wanarawa	Welene Pahala Gedara Ashoka Kumara Wijeweera
9 - Nugagolla	Wijekoon Mudiyanselage Samantha Kumarihami
10 - Wilgamuwa	Serugasgedara Muditha Ruwan Sanjeewa Serugasgedara
