ward	name
1 - Kobbakaduwa	Pelawa Haddawe Gedara Duminda Senaka Gunathunga
2 - Yahalatanna	Adanlebbe Mahammadu Mahaboob
3 - murutalawa	Hunkiri Mudiyanselage Chandrika Kumari Samarakoon
4 - Dehianga	Hameed Lebbe Suhaibudeen
5 - Dodamwala	Herath Mudiyanselage Ranbanda
6 - Udawela	Aluth Gedara Harindraravi Deshapriya Rathnayake
7 - Walgampaya	Thuninchi Dewage Gunasinghe
8 - kotalegoda	Thelhawadi Gedara Pushpa Kumara Lalith
9 - Manekdewala	Deeyawatte Gedara Gunarathne
10 - Alagalla	Sakalasooriya Mudiyanselage Susantha Yatigammana
11 - Godigamuwa	Herath Mudiyanselage Bandara
12 - Balana	Raveendra Samira Aluthge
13 - Amunupura	Ranhotige Prasanna Wickramasinghe
14 - Malegatanna	Marasinghe Pedi Gedara Sanath Rohitha Marasinghe
15 - Haleyadda	Ranasinghe Mudiyanselage Somarathna Banda Haliyadda
16 - Danture	Ajith Priyantha Muthugala
17 - Arabegama	Rajapaksha Panthiye Gedara Sumanadasa Rajapaksha
18 - Geragama	Manniyare Gedara Nalin Dhammika Bodhipala
19 - Sureyagoda	Waasala Herath Mithiyansele Arachchigethara Kaanjana Geethani Kumari Herath
20 - Gannoruwa	Kangaramulle Manel Ange Bandula Pathmantha Manelanga
21 - Ereyagama	Rajapaksha Mudiyanselage Lahiru Nuwan Bowatta
22 - Dehideneya	Prabath Priyankara Abewarna
23 - Pelapeteya	Thalpe Hewa Witharanalage Mangalika
24 - Eadaduwawa	Raterala Mudiyanselage Rathnasiri
25 - Bulumulla	Adikaram Mudiyanselage Gamini Priyantha Wickramasinghe
26 - Aebelmegama	Rathnayaka Mudiyanselage Dinusha Thaksala Bandara Rathnayaka
