ward	name
1 - Budugekanda	Tamilselvam Vijeselvam
2 - Pussellawa	Rajasegaram Lindadewi
3 - Egodawela	Gowindaraja Saundaraja
4 - Kuttiyagolla	Balaraman Vedasalam
5 - Rideepana	Vedasalam Vanitha
6 - Pussellakanda	Karuppiah Ganeshan
7 - Soranathota	Ramiah Piraisooriyam
8 - Kandegedara	Kathervel Krishnakumar
8 - Kandegedara	Sundaralingam Subethra
9 - Kohowila	Subachandraboos Yuboshan
