ward	name
1 - Paranthan	Jesuthasan Yenthiran
2 - Murasumoddai	Sathiyaseelan Sathiyarasa
3 - Kandawalai	Nagalingam Pirashanthan
4 - Punnaineravi	Sinnappunayagam Dilan
5 - Piramanthanaru	Vinayagamoorthy Katheeswaran
6 - Kalmadunagar	Kaneshanathan Kajenthiran
7 - Ramanathapuram	Vivekananthan Thushanthan
8 -	Uthayakumar Atcheethan
9 - Thiruvaiyaru	Raveenthiran Sulaxshan
10 - Kilinochchi Town	Mohanasingam Mahinthan
11 - Ganeshapuram	Raveenthiran Thushanthan
12 - Periyaparanthan	Subashini Pragash
13 - Uruthirapuram	Mariyajesilda Yenthiran
14 - Akkarayan	Santhiya Jesuraja
15 - vannerikkulam	Jayamathy Gowrishwaran
16 - Konavil	Arunasalam Rasakulabalasooriyar
17 -	Thiyagarasa Kishath
18 - Uthyanagar	Anthony Sutharshan
19 - kirushnapuram	Balakrishnan Bavinthiran
20 - Barathipuram	Thavarasa Thuvaragan
21 - Kanahampikaikkulam	Kirishnakumar Thineshkumar
