ward	name
1 - Paranthan	Makenthiran Thavachchelvan
2 - Murasumoddai	Tharsini Satheeskumaran
3 - Kandawalai	Sharmila Thayaparan
4 - Punnaineravi	Sinnappu Vijayakumar
5 - Piramanthanaru	Sanmug Iraththinanayaki
6 - Kalmadunagar	Nagalingam Santhirakumar
7 - Ramanathapuram	Sokkanathar Kanagasuriyan
8 -	Kamaleswaran Inthujan
9 - Thiruvaiyaru	Sivalingam Kapilan
10 - Kilinochchi Town	Ariyarasa Yogeswaran
11 - Ganeshapuram	Yohenthiram Satheesramanan
12 - Periyaparanthan	Ladsumanan Ilanko
13 - Uruthirapuram	Santhiralingam Thineskar
14 - Akkarayan	Ehamparam Sivasothi
15 - vannerikkulam	Kanthaiya Iraththinam
16 - Konavil	Suppaiya Mohanarasa
17 -	Kanthaiya Tharmalingam
18 - Uthyanagar	Arulanantham Rasakumaran
19 - kirushnapuram	Nadarasa Thivviyaraja
20 - Barathipuram	Kabriyal Lorans
21 - Kanahampikaikkulam	Kumarasamy Tharumarasa
