ward	name
1 - Paranthan	Gopalasamy Piriyatharsiny
2 - Murasumoddai	Ramasamy Yogarasa
3 - Kandawalai	Raventhiran Sulexsan
4 - Punnaineravi	Kulanthaivelu Sivanantharasa
5 - Piramanthanaru	Sivanathan Thanis
6 - Kalmadunagar	Thillainathan Nisanthan
7 - Ramanathapuram	Sinnathurai Rakulan
8 -	Alosiyas Edwin
9 - Thiruvaiyaru	Sethukavalar Kuberan
10 - Kilinochchi Town	Kanakasabai Kadsan
11 - Ganeshapuram	Gnanasankari Jeevasankari
12 - Periyaparanthan	Jeyaram Vijitharan
13 - Uruthirapuram	Santhiralingam Thenuka
14 - Akkarayan	Ananthan Iniyavan
15 - vannerikkulam	Ketharan Karuppaiya
16 - Konavil	Navalingam Vaseekaran
17 -	Nanthakumar Namotharan
18 - Uthyanagar	Varatharasa Jeniphe
19 - kirushnapuram	Rajkumar Sumiththira
20 - Barathipuram	Sivabalan Niranchana
21 - Kanahampikaikkulam	Manokaran Thilipkumar
