ward	name
1 - sravanai	Karalasingam Kaneshalingam
2 - velanai North East	Sellappa Parththeepan
3 - Allaippiddy	Gnanapragasam Gnanaruban
4 - Mandaitivu	Antony Amirthanathar Marymatilda
5 - Velanai East	Kanthasami Jeyachandramoorthy
6 - Velanai South	Kuganathas Babysan
7 - Velanai West	Sivalingam Asokumar
8 - Nainativu North	Tharumalingam Varatharaj
9 - Nainativu South	Mangaleswaran Kartheepan
10 - Punkudutivu West	Kanapathippillai Vasanthakumaran
11 - Punkudutivu East	Santhakumar Yasothini
12 - Punkudutivu Central	Karunakaran Navalan
