ward	name
1 - sravanai	Vallipuram Navendhan
2 - velanai North East	Muhammadu Usain Muhammadu Anas
3 - Allaippiddy	Chandra Rama Krishnan
4 - Mandaitivu	Ramasamy Janagan
5 - Velanai East	Sivakadadsan Sivanesan
6 - Velanai South	Arudchelvam Nixon
7 - Velanai West	Chanthirasothi Gangaivenian
8 - Nainativu North	Velupillai Ketheswaran
9 - Nainativu South	Subramaniam Gajendrakumar
10 - Punkudutivu West	Kanakalingam Dhanansayan
11 - Punkudutivu East	Prabhakaran Vakeesan
12 - Punkudutivu Central	Nagalingam Nageswaran
