name
Mahamarakkala Kurukulasuriya Patabendi Widanelage Nethmini Nayantha
Mohammadu Ismail Samsul Sareeha
Fir Mohammad Fatima Rizana
Mohammadu Hamid Fatima Wazira
Abul Hasan Pathumma Nizmia
Mohammad Ismail Sitti Marusuna
Fathima Rasmia Muhammadu Mukhtar
Fir Mohammad Azwin
Kamal Bachcha Fatima Mafasa
Abdul Sathar Fathima Pajila
Mohammad Kamil Mohammad Athif
Abdul Latif Abdul Rahman
Mohammad Shafirahim Fathima Afra
Abdul Rahim Mohammad Riqas
Mohammad Fauz Fazlan
Jalees Mohammadu Parshan
M. Niaz Mohammad Nasaddeen
M.I.M. Irsad
M.I.M. Ambar
R.S. Ahmed
M. Jauper Hamdan
M.A. Mohammad Anfus
