ward	name
1 - kahataruppa	Dissanayaka Mudiyanselage Gunasekara
2 - Madugasthalawa	Dissanayaka Mudiyanselage Indrawathi
3 - Welgolla	Wijesingha Mudiyanselage Punchibanda
4 - Maligathenna	Rathnayaka Mudiyanselage Wijerathna
5 - Tolabowaththa	Kumarage Don Sarath Abeypala
6 - Passara	Senarath Bandula Wijesingha
6 - Passara	Najamudin Mohomad Anwar
7 - Sapuroda	Jayasooriya Arachchilage Dona Manjari Shanika Jayasooriya
8 - Pelgahathenna	Rajapaksha Mudiyanselage Predeep Kumara
9 - Puhulwaththa	Wanasingha Mudiyanselage Ajith Preethi Kumara Jayasundara
10 - Ambathenna	Jayasingha Mudiyanselage Dushantha Pushpa Kumara
11 - Bibilegama	Senevirathna Arachchilage Sepala
12 - Kanawerella	Mapa Mudiyanselage Nilanga Ruwan Kumara
