ward	name
1 - Gomadiya	Bathala Waththage Jayasena
2 - siyarapitiya	Edirimannage Harishchandra Vimal Edirimanna
3 - Ritigahayaya	Kattadige Sumanasena
4 - walipitiya	Karalahinge Sumanadasa
5 - Middeniya	Kattadige Priyantha Sandya Kumara
6 - Murungagasyaya	Abeynayaka Jayawardhanage Mallika
7 - Ulahitiyawa	Ranathungamage Pemasiri
8 - Horavinna	Kirili Deniyage Anura Ranjith
9 - Katuwana	Weerasinge Ananda
10 - Wathukanda	Karalahinge Rajendara
12 - Namanaliya	Kulappu Arachchige Don Thiyadoris Gunasekara
13 - Welandagoda	Edirimannage Susantha
14 - Warapitiya	Wijamuni Durage Ajith Miranda Abeywickrama
15 - Dehigahahena	Karalahinge Rukman
16 - kakiriobada	Karalahinge Weersena
