ward	name
1 - Mahakele	Jayawardhana Arachchige Malika Madhushani
2 - kandakepoo Ulpotha	Dissanayaka Mudiyanselage Upendra Anurudda Dissanayaka
3 - Baduluoya	Weerasingha Atapaththu Mudiyanselage Dharmapala Weerasingha Bandara
4 - Kandaketiya	Yapa Mudiyanselage Aruna Kithsiri Bandara
5 - Kivulegedara	Rathnayaka Mudiyanselage Saman Kumara Rathnayaka
6 - Muadagamuwa	Dissanayaka Mudiyanselage Yasapala
7 - Maliyadda	Senanayaka Nawarathna Mudiyanselage Senanayaka
8 - Godunna	Atalage Waththegedara Piyadasa
9 - Galauda	Rajapaksha Dewayalage Siril
10 - Bokanoruwa	Abharana Dewayalage Ananda Samankumara Gunathilaka
