ward	name
1 - Arippu West	Sebasdiyan Mariyas Nishanthan Mariyas
2 - Arippu East	Muhammadu Emam Muhammadu Rajith
3 - Pndaraveli	Mohamad Sitek Mohamad Sateek
4 - Puthuveli	Mohammadu Jaialdeen Jesmeen
5 - Chilavathurai	Abdul Monawwar Mohamad Fahin
6 - Ahathimurippu Koolankulam	Abdul Samada mohammad Ajmal Kan
7 - Potkerney	Aliakbar Mohamad Faisal
8 - Maruthamadhu Veppankulam	Thevarasa Meri Nirusha
9 - Kondachchi	Mohamad Hazan Mohamad Sasudeen
10 - Palaikuli	Aadhambawa Mohamad Ihulasutheen
