ward	name
1 -	Wijethunga Mudiyanselage Sarath Kumara
2 -	Pahalagedara Asanka Kumara Piyasena
3 -	Herath Mudiyanselage Gajanayaka Jayantha Kumara
4 -	Agarapola Gedara Lahiru Sandaruwan Karunarathna
5 -	Roshankumara Karunarathna
6 -	Dugganna Walawwe Jayampathi Amarasinghe
7 -	Deniye Gedara Nilantha Wijeweera
8 -	Abdul Kafoor Mohammadu Anas
9 -	Manikadewage Pradeep Wasantha Kumara Jothiyananda
10 -	Dissanayaka Mudiyanselage Ranjith Dissanayaka
11 -	Gurunnahele Gedara Neranjala Geethani Peiris
12 -	Wijekoon Mudiyanselage Konda Gedara Anura Bandara Wijekoon
13 -	Kahawe Pallaya Guruge Yohan Madusanka Jayaweera
14 -	Herath Mudiyansela Udugama Gedara Nimal Herath
15 -	Karunanayaka Rajapakshage Keerthirathna
16 -	Pahala Gedara Champika Malkanthi Piyasena
