ward	name
1 - vishwamadu	Thanabalasingam Tharmapalasingam
2 - Bharatheepuram	Mageswaran Vijitharan
3 - Udayarkaddu	Kuveenthira Gunasingam Jeyatha[
4 - Muppuram	Mayurha Jines
5 - Kombavil	Sivalingam Sivagnanam
6 - Punithvalanagar	Nallaiya Sivathas
7 - Puthukudiyiruppu East	Nguleswary Rames
8 - Muththayankattu	Singamuthhtu Sahathevan
9 - Pandarawanni	Balakrishnan Suthakar
10 - Thanduan	Tharmalingam Jeevarathnam
11 - Oddusuddan	Sathasivam Saththiyasutharsan
12 - Thirumurukkandy	Suppaiya Thiruchelvam
