ward	name
1 - Andeniya	Gardhi Punchihewage Ayesh Chathuranga Punchihewa
2 - Sirimalgoda	Weerasundhara Mudiyanselage Nimal Weerasundhara
3 - Dhamanwara	Rathnayaka Mudiyanselage Wijitha
4 - Kendagolla	Saliya Wanshage Sugath Premasiri Karunarathna
5 - Thelbedda Estate	Sebasthiyan Jesudhasan
6 - Wewessa	Dissanayaka Mudiyanselage Anusha Kalyani Dissanayaka
7 - Vineethagama	Lokeshwara Patabedhige Anura Chandranath Jinadhasa
8 - Udawela	Samarakon Jayasundara Muduyanselage Chamodani Apsara Sewwandi
9 - Rambukpotha	Gonapinuwala Vithanage Kalpa Kanchana Gayashan
10 - Gllen Elpin	Selwaraj Sarath Kumar
